po_id,orderdate,suppliername,suppliercountry,warehouseid,sku,productname,orderedqty,unitcost,expecteddeliverydate,actualdeliverydate,receivingstore,postatus,receivedqty,deliveryperformance,potype
PO-014838,2026-03-24,Harvest Fields LLC,USA,WH-004,PRD-0138,SunRise Vitamins Deluxe,24,16.038,2026-03-29,2026-03-28,Phoenix Compact,Partial,16,Early,Regular
PO-014839,2026-05-19,Harvest Fields LLC,USA,WH-004,PRD-0138,SunRise Vitamins Deluxe,23,16.226,2026-05-24,2026-05-24,Phoenix Compact,Received,23,OnTime,Regular
PO-014840,2026-06-07,Harvest Fields LLC,USA,WH-004,P-0138,SunRise Vitamins Deluxe,21,16.2254,2026-06-12,2026-06-12,Phoenix Compact,Partial,12,OnTime,Regular
PO-014841,2026-07-04,Harvest Fields LLC,USA,WH-004,PRD-0138,SunRise Vitamins Deluxe,23,16.1919,2026-07-09,2026-07-09,Phoenix Compact,Received,23,OnTime,Regular
PO-014842,2026-09-22,Harvest Fields LLC,USA,WH-004,PRD-0138,SunRise Vitamins Deluxe,25,16.323,2026-09-27,2026-09-27,Phoenix Compact,Partial,21,OnTime,Regular
PO-014843,2026-11-27,Harvest Fields LLC,USA,WH-004,PRD-0138,SunRise Vitamins Deluxe,25,16.2143,2026-12-02,2026-12-07,Phoenix Compact,Received,25,Late,Regular
PO-014844,2025-04-09,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,16,5.2163,2025-04-14,2025-04-14,Phoenix Compact,Received,16,OnTime,Regular
PO-014845,2025-09-13,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,22,5.2844,2025-09-18,,Phoenix Compact,Received,22,OnTime,Regular
PO-014846,2025-11-04,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,22,5.2614,2025-11-09,2025-11-09,Phoenix Compact,Partial,19,OnTime,Regular
PO-014847,2025-11-28,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,22,5.3223,2025-12-03,2025-12-03,Phoenix Compact,Received,22,OnTime,Regular
PO-014848,2025-12-07,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,24,5.327,2025-12-12,2025-12-12,Phoenix Compact,Partial,16,OnTime,Regular
PO-014849,2025-12-16,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,23,5.3848,2025-12-21,2025-12-21,Phoenix Compact,Received,23,OnTime,Regular
PO-014850,2025-12-31,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,23,5.2773,2026-01-05,2026-01-05,Phoenix Compact,Received,23,OnTime,Regular
PO-014851,2026-01-23,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,30,5.3687,2026-01-28,2026-01-28,Phoenix Compact,Received,30,OnTime,Regular
PO-014852,2026-04-22,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,30,5.2858,2026-04-27,2026-04-27,Phoenix Compact,Received,30,OnTime,Regular
PO-014853,2026-06-05,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,29,5.2708,2026-06-10,2026-06-10,Phoenix Compact,Received,29,OnTime,Regular
PO-014854,2026-07-03,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,31,5.5102,2026-07-08,2026-07-08,Phoenix Compact,Partial,24,OnTime,Regular
PO-014855,2026-08-11,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,37,5.3969,2026-08-16,2026-08-16,Phoenix Compact,Received,37,OnTime,Regular
PO-014856,2026-09-30,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,38,5.4677,2026-10-05,2026-10-05,Phoenix Compact,Received,38,OnTime,Regular
PO-014857,2026-11-04,titan food brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,33,5.325,2026-11-09,2026-11-09,Phoenix Compact,Received,33,OnTime,Regular
PO-014858,2026-11-22,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,38,5.5402,2026-11-27,,Phoenix Compact,Received,38,OnTime,Regular
PO-014859,2026-12-08,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,33,5.5113,2026-12-13,2026-12-11,Phoenix Compact,Received,33,Early,Regular
PO-014860,2026-12-27,Titan Food Brokers,USA,WH-004,PRD-0139,FreshFirst Vitamins Original,40,5.3982,2026-12-31,2026-12-31,Phoenix Compact,Received,40,OnTime,Regular
PO-014861,2025-05-03,Sterling Wholesale,USA,WH-004,PRD-0140,PureChoice Vitamins Classic,20,18.4704,2025-05-07,2025-05-05,Phoenix Compact,Received,20,Early,Regular
PO-014862,2025-08-17,Sterling Wholesale,USA,WH-004,PRD-0140,PureChoice Vitamins Classic,24,17.8068,2025-08-21,2025-08-21,Phoenix Compact,Received,24,OnTime,Regular
PO-014863,2025-11-26,Sterling Wholesale,USA,WH-004,PRD-0140,PureChoice Vitamins Classic,24,18.2795,2025-11-30,2025-11-30,Phoenix Compact,Received,24,OnTime,Regular
PO-014864,2026-01-02,Sterling Wholesale,USA,WH-004,PRD-0140,PureChoice Vitamins Classic,25,18.4284,2026-01-06,2026-01-06,Phoenix Compact,Received,25,OnTime,Regular
PO-014865,2026-04-04,Sterling Wholesale,USA,WH-004,PRD-0140,PureChoice Vitamins Classic,21,18.7815,2026-04-08,2026-04-08,Phoenix Compact,Received,21,OnTime,Regular
PO-014866,2026-05-22,Sterling Wholesale,USA,WH-004,PRD-0140,PureChoice Vitamins Classic,22,18.9798,2026-05-26,2026-05-26,Phoenix Compact,Received,22,OnTime,Regular
PO-014867,2026-06-20,Sterling Wholesale,USA,WH-004,PRD-0140,PureChoice Vitamins Classic,24,18.3906,2026-06-24,2026-06-24,Phoenix Compact,Received,24,OnTime,Regular
PO-014868,2026-09-11,Sterling Wholesale,USA,WH-004,PRD-0140,PureChoice Vitamins Classic,25,19.0455,2026-09-15,2026-09-15,Phoenix Compact,Partial,15,OnTime,Regular
PO-014869,2026-11-05,Sterling Wholesale,USA,WH-004,PRD-0140,PureChoice Vitamins Classic,25,18.5628,2026-11-09,2026-11-09,Phoenix Compact,Received,25,OnTime,Regular
PO-014870,2026-12-27,STERLING WHOLESALE,USA,WH-004,PRD-0140,PureChoice Vitamins Classic,20,18.5298,2026-12-31,2026-12-31,Phoenix Compact,Received,20,OnTime,Regular
PO-014871,2026-03-12,PrimePack Industries,USA,WH-004,PRD-0141,UrbanHarvest Vitamins Pro,13,6.1763,2026-03-17,,Phoenix Compact,Partial,9,Late,Regular
PO-014872,2026-12-12,PrimePack Industries,USA,WH-004,PRD-0141,UrbanHarvest Vitamins Pro,12,6.2823,2026-12-17,2026-12-17,Phoenix Compact,Received,12,OnTime,Regular
PO-014873,2026-06-12,Vanguard Supplies,USA,WH-004,PRD-0142,GoldCrest Personal Care Pro,35,7.0553,2026-06-18,2026-06-24,Phoenix Compact,Received,35,Late,Regular
PO-014874,2025-05-17,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,23,5.1189,2025-05-24,2025-05-24,Phoenix Compact,Received,23,OnTime,Regular
PO-014875,2025-07-30,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,21,5.1266,2025-08-06,2025-08-09,Phoenix Compact,Partial,14,Late,Regular
PO-014876,2025-11-01,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,17,5.1114,2025-11-08,2025-11-08,Phoenix Compact,Received,17,OnTime,Regular
PO-014877,2025-12-01,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,14,5.1951,2025-12-08,2025-12-08,Phoenix Compact,Received,14,OnTime,Regular
PO-014878,2025-12-16,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,12,5.2195,2025-12-23,2025-12-23,Phoenix Compact,Partial,6,OnTime,Regular
PO-014879,2026-01-17,BRIGHTWAY PRODUCTS,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,15,5.1488,2026-01-24,2026-01-24,Phoenix Compact,Received,15,OnTime,Regular
PO-014880,2026-03-01,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,11,5.2159,2026-03-08,2026-03-08,Phoenix Compact,Received,11,OnTime,Regular
PO-014881,2026-04-25,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,15,5.1783,2026-05-02,2026-05-02,Phoenix Compact,Received,15,OnTime,Regular
PO-014882,2026-05-23,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,15,5.1954,2026-05-30,2026-06-04,Phoenix Compact,Received,15,Late,Regular
PO-014883,2026-07-18,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,11,5.3083,2026-07-25,2026-07-24,Phoenix Compact,Received,11,Early,Regular
PO-014884,2026-09-29,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,14,5.3264,2026-10-06,2026-10-12,Phoenix Compact,Partial,8,Late,Regular
PO-014885,2026-10-14,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,12,5.3471,2026-10-21,2026-10-21,Phoenix Compact,Received,12,OnTime,Regular
PO-014886,2026-12-27,Brightway Products,USA,WH-004,PRD-0144,OptimaFood Personal Care Value,12,5.3652,2026-12-31,2026-12-31,Phoenix Compact,Received,12,OnTime,Regular
PO-014887,2025-11-25,SunCoast Distributors,USA,WH-004,PRD-0145,QuickServe Personal Care Pro,25,8.1256,2025-12-01,2025-12-01,Phoenix Compact,Partial,18,OnTime,Regular
PO-014888,2025-12-01,SunCoast Distributors,USA,WH-004,PRD-0145,QuickServe Personal Care Pro,23,7.9799,2025-12-07,2025-12-07,Phoenix Compact,Received,23,OnTime,Regular
PO-014889,2025-12-27,SunCoast Distributors,USA,WH-004,PRD-0145,QuickServe Personal Care Pro,21,8.3155,2026-01-02,2026-01-02,Phoenix Compact,Received,21,OnTime,Regular
PO-014890,2026-05-30,SunCoast Distributors,USA,WH-004,PRD-0145,QuickServe Personal Care Pro,23,8.3485,2026-06-05,2026-06-05,Phoenix Compact,Received,23,OnTime,Regular
PO-014891,2026-07-12,SunCoast Distributors,USA,WH-004,PRD-0145,QuickServe Personal Care Pro,25,8.2675,2026-07-18,2026-07-18,Phoenix Compact,Received,25,OnTime,Regular
PO-014892,2026-08-27,SUNCOAST DISTRIBUTORS,USA,WH-004,PRD-0145,QuickServe Personal Care Pro,22,8.4295,2026-09-02,2026-08-31,Phoenix Compact,Partial,15,Early,Regular
PO-014893,2026-10-26,SunCoast Distributors,USA,WH-004,PRD-0145,QuickServe Personal Care Pro,21,8.3498,2026-11-01,2026-11-01,Phoenix Compact,Received,21,OnTime,Regular
PO-014894,2025-09-27,GreenLeaf Organics,USA,WH-004,PRD-0146,UrbanHarvest Personal Care Lite,22,3.3226,2025-09-30,2025-09-30,Phoenix Compact,Received,22,OnTime,Regular
PO-014895,2025-12-21,GreenLeaf Organics,USA,WH-004,PRD-0146,UrbanHarvest Personal Care Lite,29,3.3897,2025-12-24,2025-12-24,Phoenix Compact,Received,29,OnTime,Regular
PO-014896,2026-02-21,GreenLeaf Organics,USA,WH-004,PRD-0146,UrbanHarvest Personal Care Lite,24,3.3398,2026-02-24,2026-02-24,Phoenix Compact,Received,24,OnTime,Regular
PO-014897,2026-04-15,GreenLeaf Organics,USA,WH-004,PRD-0146,UrbanHarvest Personal Care Lite,26,3.4333,2026-04-18,2026-04-18,Phoenix Compact,Received,26,OnTime,Regular
PO-014898,2026-07-25,GreenLeaf Organics,USA,WH-004,PRD-0146,UrbanHarvest Personal Care Lite,34,3.3812,2026-07-28,2026-07-28,Phoenix Compact,Received,34,OnTime,Regular
PO-014899,2025-12-22,omnisource global,China,WH-004,PRD-0147,SunRise Personal Care Value,19,12.2537,2026-01-19,2026-02-02,Phoenix Compact,Received,19,Late,Regular
PO-014900,2026-04-29,OmniSource Global,China,WH-004,PRD-0147,SunRise Personal Care Value,22,12.9893,2026-05-27,2026-05-27,Phoenix Compact,Received,22,OnTime,Regular
PO-014901,2025-07-10,Cascade Natural Foods,USA,WH-004,PRD-0148,EverGreen Personal Care Classic,18,8.4947,2025-07-14,2025-07-14,Phoenix Compact,Received,18,OnTime,Regular
PO-014902,2025-10-04,Cascade Natural Foods,USA,WH-004,PRD-0148,EverGreen Personal Care Classic,14,8.4581,2025-10-08,2025-10-06,Phoenix Compact,Received,14,Early,Regular
PO-014903,2025-12-06,Cascade Natural Foods,USA,WH-004,PRD-0148,EverGreen Personal Care Classic,15,8.5327,2025-12-10,2025-12-10,Phoenix Compact,Received,15,OnTime,Regular
PO-014904,2025-05-09,Vanguard Supplies,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,23,13.0756,2025-05-15,2025-05-17,Phoenix Compact,Received,23,Late,Regular
PO-014905,2025-09-17,Vanguard Supplies,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,22,13.1562,2025-09-23,2025-09-23,Phoenix Compact,Received,22,OnTime,Regular
PO-014906,2025-11-21,Vanguard Supplies,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,24,12.9547,2025-11-27,2025-11-27,Phoenix Compact,Received,24,OnTime,Regular
PO-014907,2026-02-04,Vanguard Supplies,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,25,13.3745,2026-02-10,2026-02-08,Phoenix Compact,Received,25,Early,Regular
PO-014908,2026-03-06,Vanguard Supplies,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,25,12.9581,2026-03-12,2026-03-12,Phoenix Compact,Received,25,OnTime,Regular
PO-014909,2026-03-24,Vanguard Supplies,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,23,13.2718,2026-03-30,2026-03-30,Phoenix Compact,Received,23,OnTime,Regular
PO-014910,2026-07-03,Vanguard Supplies,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,23,13.4024,2026-07-09,2026-07-09,Phoenix Compact,Received,23,OnTime,Regular
PO-014911,2026-08-24,Vanguard Supplies,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,25,12.9586,2026-08-30,2026-08-30,Phoenix Compact,Partial,19,OnTime,Regular
PO-014912,2026-09-27,Vanguard Supplies,USA,WH-004,prd-0149,QuickServe OTC Medicine Premium,25,13.245,2026-10-03,2026-10-03,Phoenix Compact,Received,25,OnTime,Regular
PO-014913,2026-10-25,VANGUARD SUPPLIES,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,25,13.3558,2026-10-31,2026-10-31,Phoenix Compact,Partial,17,OnTime,Regular
PO-014914,2026-11-19,VANGUARD SUPPLIES,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,22,13.4107,2026-11-25,2026-11-25,Phoenix Compact,Received,22,OnTime,Regular
PO-014915,2026-12-19,Vanguard Supplies,USA,WH-004,PRD-0149,QuickServe OTC Medicine Premium,25,13.2267,2026-12-25,2026-12-30,Phoenix Compact,Received,25,Late,Regular
PO-014916,2025-11-12,Titan Food Brokers,USA,WH-004,PRD-0151,HomeComfort OTC Medicine Deluxe,18,15.0294,2025-11-17,2025-11-17,Phoenix Compact,Received,18,OnTime,Regular
PO-014917,2025-12-25,Titan Food Brokers,USA,WH-004,PRD-0151,HomeComfort OTC Medicine Deluxe,16,14.596,2025-12-30,2025-12-30,Phoenix Compact,Received,16,OnTime,Regular
PO-014918,2026-02-05,Titan Food Brokers,USA,WH-004,PRD-0151,HomeComfort OTC Medicine Deluxe,21,14.9239,2026-02-10,,Phoenix Compact,Received,21,OnTime,Regular
PO-014919,2026-10-27,titan food brokers,USA,WH-004,PRD-0151,HomeComfort OTC Medicine Deluxe,15,15.397,2026-11-01,2026-11-01,Phoenix Compact,Received,15,OnTime,Regular
PO-014920,2026-12-20,Titan Food Brokers,USA,WH-004,PRD-0151,HomeComfort OTC Medicine Deluxe,18,15.3563,2026-12-25,2026-12-25,Phoenix Compact,Received,18,OnTime,Regular
PO-014921,2025-09-27,SunCoast Distributors,USA,WH-004,PRD-0152,CoastalSelect OTC Medicine Original,22,17.9346,2025-10-03,2025-10-03,Phoenix Compact,Received,22,OnTime,Regular
PO-014922,2025-12-02,SunCoast Distributors,USA,WH-004,PRD-0152,CoastalSelect OTC Medicine Original,23,18.3724,2025-12-08,2025-12-08,Phoenix Compact,Received,23,OnTime,Regular
PO-014923,2026-02-08,SunCoast Distributors,USA,WH-004,PRD-0152,CoastalSelect OTC Medicine Original,31,17.9612,2026-02-14,2026-02-14,Phoenix Compact,Received,31,OnTime,Regular
PO-014924,2026-04-23,SunCoast Distributors,USA,WH-004,PRD-0152,CoastalSelect OTC Medicine Original,31,18.6158,2026-04-29,2026-04-29,Phoenix Compact,Received,31,OnTime,Regular
PO-014925,2026-07-05,SunCoast Distributors,USA,WH-004,PRD-0152,CoastalSelect OTC Medicine Original,36,18.2718,2026-07-11,2026-07-11,Phoenix Compact,Received,36,OnTime,Regular
PO-014926,2026-10-03,SunCoast Distributors,USA,WH-004,PRD-0152,CoastalSelect OTC Medicine Original,39,18.6059,2026-10-09,2026-10-09,Phoenix Compact,Received,39,OnTime,Regular
PO-014927,2026-11-07,SunCoast Distributors,USA,WH-004,PRD-0152,CoastalSelect OTC Medicine Original,35,18.6525,2026-11-13,2026-11-13,Phoenix Compact,Received,35,OnTime,Regular
PO-014928,2026-12-11,SunCoast Distributors,USA,WH-004,PRD-0152,CoastalSelect OTC Medicine Original,36,18.9073,2026-12-17,2026-12-17,Phoenix Compact,Received,36,OnTime,Regular
PO-014929,2025-07-22,sterling wholesale,USA,WH-004,PRD-0154,GoldCrest OTC Medicine Pro,23,12.3454,2025-07-26,2025-07-26,Phoenix Compact,Received,23,OnTime,Regular
PO-014930,2026-06-29,Sterling Wholesale,USA,WH-004,PRD-0154,GoldCrest OTC Medicine Pro,25,12.6253,2026-07-03,2026-07-03,Phoenix Compact,Received,25,OnTime,Regular
PO-014931,2025-05-01,DELTA PROCUREMENT,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,33,2.7628,2025-05-10,2025-05-10,Phoenix Compact,Partial,20,OnTime,Regular
PO-014932,2025-06-01,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,33,2.8154,2025-06-10,2025-06-10,Phoenix Compact,Received,33,OnTime,Regular
PO-014933,2025-06-18,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,27,2.816,2025-06-27,2025-06-27,Phoenix Compact,Received,27,OnTime,Regular
PO-014934,2025-08-03,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,24,2.8356,2025-08-12,2025-08-12,Phoenix Compact,Received,24,OnTime,Regular
PO-014935,2025-09-28,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,24,2.7743,2025-10-07,2025-10-07,Phoenix Compact,Received,24,OnTime,Regular
PO-014936,2025-11-28,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,29,2.8027,2025-12-07,,Phoenix Compact,Received,29,Early,Regular
PO-014937,2025-12-28,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,23,2.8554,2026-01-06,2026-01-04,Phoenix Compact,Received,23,Early,Regular
PO-014938,2026-01-26,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,27,2.8091,2026-02-04,2026-02-04,Phoenix Compact,Received,27,OnTime,Regular
PO-014939,2026-02-18,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,27,2.8441,2026-02-27,2026-02-25,Phoenix Compact,Received,27,Early,Regular
PO-014940,2026-05-27,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,32,2.9223,2026-06-05,2026-06-05,Phoenix Compact,Received,32,OnTime,Regular
PO-014941,2026-06-23,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,27,2.8809,2026-07-02,2026-07-02,Phoenix Compact,Received,27,OnTime,Regular
PO-014942,2026-07-26,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,35,2.8587,2026-08-04,2026-08-04,Phoenix Compact,Partial,23,OnTime,Regular
PO-014943,2026-08-13,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,25,2.8547,2026-08-22,2026-08-22,Phoenix Compact,Received,25,OnTime,Regular
PO-014944,2026-10-13,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,18,2.9197,2026-10-22,2026-10-22,Phoenix Compact,Received,18,OnTime,Regular
PO-014945,2026-12-13,Delta Procurement,Canada,WH-004,PRD-0155,QuickServe Cleaning Products Original,28,2.9128,2026-12-22,2026-12-22,Phoenix Compact,Received,28,OnTime,Regular
PO-014946,2025-04-05,Continental Foods,Germany,WH-004,PRD-0156,NaturePath Cleaning Products Lite,21,6.2211,2025-04-19,2025-04-19,Phoenix Compact,Received,21,OnTime,Regular
PO-014947,2025-12-31,Continental Foods,Germany,WH-004,PRD-0156,NaturePath Cleaning Products Lite,13,6.5431,2026-01-14,2026-01-25,Phoenix Compact,Received,13,Late,Regular
PO-014948,2026-06-25,Continental Foods,Germany,WH-004,PRD-0156,NaturePath Cleaning Products Lite,15,6.4974,2026-07-09,2026-07-13,Phoenix Compact,Received,15,Late,Regular
PO-014949,2025-03-07,Redwood Suppliers,,WH-004,PRD-0157,EverGreen Cleaning Products Lite,23,6.8719,2025-03-13,2025-03-13,Phoenix Compact,Received,23,OnTime,Regular
PO-014950,2025-04-02,Redwood Suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,17,6.6893,2025-04-08,2025-04-08,Phoenix Compact,Received,17,OnTime,Regular
PO-014951,2025-05-17,Redwood Suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,23,6.6904,2025-05-23,2025-05-23,Phoenix Compact,Received,23,OnTime,Regular
PO-014952,2025-08-01,Redwood Suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,16,6.8517,2025-08-07,2025-08-07,Phoenix Compact,Received,16,OnTime,Regular
PO-014953,2025-08-21,redwood suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,15,6.8661,2025-08-27,2025-08-27,Phoenix Compact,Received,15,OnTime,Regular
PO-014954,2025-09-08,Redwood Suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,17,6.8658,2025-09-14,2025-09-14,Phoenix Compact,Received,17,OnTime,Regular
PO-014955,2025-10-12,redwood suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,14,6.7219,2025-10-18,2025-10-18,Phoenix Compact,Received,14,OnTime,Regular
PO-014956,2025-12-07,Redwood Suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,15,6.9918,2025-12-13,2025-12-13,Phoenix Compact,Received,15,OnTime,Regular
PO-014957,2026-01-05,Redwood Suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,13,7.0196,2026-01-11,2026-01-11,Phoenix Compact,Partial,9,OnTime,Regular
PO-014958,2026-01-29,Redwood Suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,14,6.8665,2026-02-04,2026-02-04,Phoenix Compact,Received,14,OnTime,Regular
PO-014959,2026-02-08,REDWOOD SUPPLIERS,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,12,6.8003,2026-02-14,2026-02-19,Phoenix Compact,Received,12,Late,Regular
PO-014960,2026-05-02,Redwood Suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,15,6.8012,2026-05-08,2026-05-08,Phoenix Compact,Received,15,OnTime,Regular
PO-014961,2026-08-20,Redwood Suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,12,6.899,2026-08-26,2026-08-24,Phoenix Compact,Received,12,Early,Regular
PO-014962,2026-09-14,Redwood Suppliers,USA,WH-004,PRD-0157,EverGreen Cleaning Products Lite,10,7.04,2026-09-20,2026-09-20,Phoenix Compact,Received,10,OnTime,Regular
PO-014963,2025-06-09,Pinnacle Supply Group,USA,WH-004,PRD-0158,ElitePro Cleaning Products Deluxe,25,3.393,2025-06-12,2025-06-12,Phoenix Compact,Received,25,OnTime,Regular
PO-014964,2025-10-29,Pinnacle Supply Group,USA,WH-004,PRD-0158,ElitePro Cleaning Products Deluxe,25,3.5195,2025-11-01,2025-11-01,Phoenix Compact,Received,25,OnTime,Regular
PO-014965,2025-12-28,Pinnacle Supply Group,USA,WH-004,PRD-0158,ElitePro Cleaning Products Deluxe,21,3.5567,2025-12-31,2025-12-31,Phoenix Compact,Received,21,OnTime,Regular
PO-014966,2026-03-07,Pinnacle Supply Group,USA,WH-004,PRD-0158,ElitePro Cleaning Products Deluxe,21,3.4879,2026-03-10,2026-03-08,Phoenix Compact,Received,21,Early,Regular
PO-014967,2026-06-14,Pinnacle Supply Group,USA,WH-004,PRD-0158,ElitePro Cleaning Products Deluxe,25,3.4775,2026-06-17,2026-06-17,Phoenix Compact,Received,25,OnTime,Regular
PO-014968,2026-07-12,Pinnacle Supply Group,USA,WH-004,PRD-0158,ElitePro Cleaning Products Deluxe,23,3.5788,2026-07-15,2026-07-15,Phoenix Compact,Received,23,OnTime,Regular
PO-014969,2026-10-28,Pinnacle Supply Group,USA,WH-004,PRD-0158,ElitePro Cleaning Products Deluxe,22,3.5025,2026-10-31,2026-10-31,Phoenix Compact,Received,22,OnTime,Regular
PO-014970,2025-08-18,Pinnacle Supply Group,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,25,8.009,2025-08-21,2025-08-20,Phoenix Compact,Partial,14,Early,Regular
PO-014971,2025-09-17,Pinnacle Supply Group,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,20,7.9868,2025-09-20,2025-09-20,Phoenix Compact,Received,20,OnTime,Regular
PO-014972,2025-11-22,Pinnacle Supply Group,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,28,8.1937,2025-11-25,2025-11-25,Phoenix Compact,Received,28,OnTime,Regular
PO-014973,2025-12-24,Pinnacle Supply Group,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,29,8.0866,2025-12-27,2025-12-27,Phoenix Compact,Received,29,OnTime,Regular
PO-014974,2026-03-16,Pinnacle Supply Group,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,29,8.3367,2026-03-19,2026-03-19,Phoenix Compact,Partial,17,OnTime,Regular
PO-014975,2026-03-22,Pinnacle Supply Group,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,28,8.2271,2026-03-25,2026-03-25,Phoenix Compact,Received,28,OnTime,Regular
PO-014976,2026-05-20,PINNACLE SUPPLY GROUP,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,34,8.3862,2026-05-23,2026-05-25,Phoenix Compact,Received,34,Late,Regular
PO-014977,2026-07-15,Pinnacle Supply Group,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,31,8.2508,2026-07-18,2026-07-22,Phoenix Compact,Received,31,Late,Regular
PO-014978,2026-08-07,Pinnacle Supply Group,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,37,8.2644,2026-08-10,2026-08-10,Phoenix Compact,Received,37,OnTime,Regular
PO-014979,2026-09-29,Pinnacle Supply Group,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,30,8.3083,2026-10-02,2026-10-02,Phoenix Compact,Received,30,OnTime,Regular
PO-014980,2026-10-11,Pinnacle Supply Group,USA,WH-004,PRD-0159,ElitePro Cleaning Products Lite,34,8.2364,2026-10-14,2026-10-14,Phoenix Compact,Received,34,OnTime,Regular
