logisticsid,po_id,carrier,shipmentmode,freightcost,expecteddelivery,actualdelivery,shipmentstatus,origincountry,destinationstore
LOG-014573,PO-014573,UPS Supply Chain,Truck,6.89,2025-08-11,2025-08-11,Delivered,USA,Phoenix Compact
LOG-014574,PO-014574,UPS Supply Chain,Truck,9.32,2025-08-30,2025-08-30,Delivered,USA,Phoenix Compact
LOG-014575,PO-014575,Ryder,Truck,11.85,2026-03-05,2026-03-03,Delivered,USA,Phoenix Compact
LOG-014576,PO-014576,UPS Supply Chain,Truck,6.15,2026-05-28,2026-05-28,Delivered,USA,Phoenix Compact
LOG-014577,PO-014577,Ryder,Truck,13.91,2026-06-20,2026-06-20,Delivered,USA,Phoenix Compact
LOG-014578,PO-014578,Echo Global,Air,9.16,2026-07-26,2026-07-26,Delivered,USA,Phoenix Compact
LOG-014579,PO-014579,Echo Global,Rail,8.87,2026-08-13,2026-08-11,Delivered,USA,Phoenix Compact
LOG-014580,PO-014580,UPS Supply Chain,Truck,9.3,2026-09-14,2026-09-14,Delivered,USA,Phoenix Compact
LOG-014581,PO-014581,J.B. Hunt,Truck,14.36,2026-11-09,2026-11-09,Delivered,USA,Phoenix Compact
LOG-014582,PO-014582,UPS Supply Chain,Rail,7.06,2025-07-08,2025-07-29,Delivered,China,Phoenix Compact
LOG-014583,PO-014583,Ryder,Truck,4.1,2025-10-10,2025-10-10,Delivered,China,Phoenix Compact
LOG-014584,PO-014584,Echo Global,Truck,6.2,2026-06-29,2026-07-14,Delivered,China,Phoenix Compact
LOG-014585,PO-014585,FedEx Freight,Rail,3.3,2026-09-06,2026-09-06,Delivered,China,Phoenix Compact
LOG-014586,PO-014586,XPO Logistics,Truck,7.36,2026-10-24,2026-10-24,Delivered,China,Phoenix Compact
LOG-014587,PO-014587,J.B. Hunt,Sea,10.46,2025-04-19,2025-04-27,Delivered,Canada,Phoenix Compact
LOG-014588,PO-014588,Ryder,Truck,6.73,2025-10-31,2025-10-31,Delivered,Canada,Phoenix Compact
LOG-014589,PO-014589,Ryder,Truck,10.49,2026-03-02,2026-03-04,Delivered,Canada,Phoenix Compact
LOG-014590,PO-014590,UPS Supply Chain,Sea,11.01,2026-05-09,2026-05-07,Delivered,Canada,Phoenix Compact
LOG-014591,PO-014591,J.B. Hunt,Rail,12.19,2026-09-01,2026-09-10,Delivered,Canada,Phoenix Compact
LOG-014592,PO-014592,Echo Global,Truck,7.06,2026-10-08,2026-10-08,Delivered,Canada,Phoenix Compact
LOG-014593,PO-014593,UPS Supply Chain,Truck,2.57,2025-11-29,2025-11-29,Delivered,Canada,Phoenix Compact
LOG-014594,PO-014594,FedEx Freight,Truck,2.3,2026-04-28,2026-04-28,Delivered,Canada,Phoenix Compact
LOG-014595,PO-014595,UPS Supply Chain,Rail,1.46,2026-07-13,2026-07-13,Delivered,Canada,Phoenix Compact
LOG-014596,PO-014596,XPO Logistics,Truck,2.32,2026-09-21,2026-09-21,Delivered,Canada,Phoenix Compact
LOG-014597,PO-014597,Echo Global,Air,5.69,2026-05-02,2026-05-02,Delivered,USA,Phoenix Compact
LOG-014598,PO-014598,FedEx Freight,Truck,5.75,2026-12-25,2026-12-25,Delivered,USA,Phoenix Compact
LOG-014599,PO-014599,Echo Global,Truck,1.99,2026-03-22,2026-03-22,Delivered,Canada,Phoenix Compact
LOG-014600,PO-014600,XPO Logistics,Sea,1.38,2026-07-23,2026-07-23,Delivered,Canada,Phoenix Compact
LOG-014601,PO-014601,XPO Logistics,Sea,1.46,2026-03-25,2026-03-25,Delivered,China,Phoenix Compact
LOG-014602,PO-014602,Ryder,Air,1.38,2026-04-23,2026-04-23,Delivered,China,Phoenix Compact
LOG-014603,PO-014603,J.B. Hunt,Truck,3.54,2025-03-20,2025-03-20,Delivered,USA,Phoenix Compact
LOG-014604,PO-014604,Ryder,Truck,4.65,2025-12-24,2025-12-24,Delivered,USA,Phoenix Compact
LOG-014605,PO-014605,UPS Supply Chain,Truck,3.31,2026-04-17,2026-04-17,Delivered,USA,Phoenix Compact
LOG-014606,PO-014606,FedEx Freight,Truck,2.44,2026-08-09,2026-08-09,Delivered,USA,Phoenix Compact
LOG-014607,PO-014607,Echo Global,Air,2.92,2026-12-05,2026-12-05,Delivered,USA,Phoenix Compact
LOG-014608,PO-014608,Echo Global,Air,5.02,2025-07-30,2025-07-30,Delivered,Mexico,Phoenix Compact
LOG-014609,PO-014609,Echo Global,Air,2.95,2025-12-16,2025-12-19,Delivered,Mexico,Phoenix Compact
LOG-014610,PO-014610,XPO Logistics,Sea,2.94,2026-05-17,2026-05-17,Delivered,Mexico,Phoenix Compact
LOG-014611,PO-014611,Echo Global,Truck,6.15,2026-11-08,2026-11-12,Delivered,Mexico,Phoenix Compact
LOG-014612,PO-014612,UPS Supply Chain,Truck,5.81,2025-04-26,2025-04-26,Delivered,USA,Phoenix Compact
LOG-014613,PO-014613,Echo Global,Sea,4.68,2025-12-12,2025-12-10,Delivered,USA,Phoenix Compact
LOG-014614,PO-014614,XPO Logistics,Rail,5.26,2026-03-25,2026-03-25,Delivered,USA,Phoenix Compact
LOG-014615,PO-014615,J.B. Hunt,Rail,3.11,2026-10-15,2026-10-15,Delivered,USA,Phoenix Compact
LOG-014616,PO-014616,XPO Logistics,Truck,8.94,2025-12-22,2025-12-22,Delivered,USA,Phoenix Compact
LOG-014617,PO-014617,J.B. Hunt,Truck,5.66,2026-03-15,2026-03-15,Delivered,USA,Phoenix Compact
LOG-014618,PO-014618,Ryder,Sea,4.68,2026-08-25,2026-08-25,Delivered,USA,Phoenix Compact
LOG-014619,PO-014619,UPS Supply Chain,Truck,10.81,2026-12-31,2026-12-31,Delivered,USA,Phoenix Compact
LOG-014620,PO-014620,FedEx Freight,Truck,11.19,2025-09-30,2025-09-30,Delivered,USA,Phoenix Compact
LOG-014621,PO-014621,XPO Logistics,Truck,6.67,2026-03-24,2026-03-24,Delivered,USA,Phoenix Compact
LOG-014622,PO-014622,J.B. Hunt,Truck,11.11,2026-05-06,2026-05-06,Delivered,USA,Phoenix Compact
LOG-014623,PO-014623,J.B. Hunt,Rail,10.24,2025-09-25,2025-09-24,Delivered,UAE,Phoenix Compact
LOG-014624,PO-014624,Echo Global,Air,6.68,2026-01-08,2026-01-08,Delivered,UAE,Phoenix Compact
LOG-014625,PO-014625,FedEx Freight,Truck,7.74,2026-01-22,2026-01-27,Delivered,UAE,Phoenix Compact
LOG-014626,PO-014626,Ryder,Sea,8.13,2026-12-31,2026-12-31,Delivered,UAE,Phoenix Compact
LOG-014627,PO-014627,FedEx Freight,Rail,6.82,2025-04-10,2025-04-10,Delivered,USA,Phoenix Compact
LOG-014628,PO-014628,FedEx Freight,Rail,20.23,2025-05-31,2025-05-31,Delivered,USA,Phoenix Compact
LOG-014629,PO-014629,UPS Supply Chain,Truck,13.19,2025-07-22,2025-07-22,Delivered,USA,Phoenix Compact
LOG-014630,PO-014630,UPS Supply Chain,Truck,18.95,2025-09-03,2025-09-03,Delivered,USA,Phoenix Compact
LOG-014631,PO-014631,FedEx Freight,Truck,13.53,2025-11-13,2025-11-13,Delivered,USA,Phoenix Compact
LOG-014632,PO-014632,Echo Global,Air,19.62,2025-11-27,2025-11-27,Delivered,USA,Phoenix Compact
LOG-014633,PO-014633,UPS Supply Chain,Air,17.25,2025-12-11,2025-12-11,Delivered,USA,Phoenix Compact
LOG-014634,PO-014634,J.B. Hunt,Truck,10.46,2026-01-10,2026-01-10,Delivered,USA,Phoenix Compact
LOG-014635,PO-014635,UPS Supply Chain,Truck,13.59,2026-01-19,2026-01-19,Delivered,USA,Phoenix Compact
LOG-014636,PO-014636,Echo Global,Rail,5.69,2026-02-03,2026-02-02,Delivered,USA,Phoenix Compact
LOG-014637,PO-014637,J.B. Hunt,Truck,9.69,2026-02-19,2026-02-19,Delivered,USA,Phoenix Compact
LOG-014638,PO-014638,FedEx Freight,Truck,13.02,2026-03-28,2026-03-28,Delivered,USA,Phoenix Compact
LOG-014639,PO-014639,Echo Global,Truck,15.95,2026-06-30,2026-06-30,Delivered,USA,Phoenix Compact
LOG-014640,PO-014640,J.B. Hunt,Sea,11.55,2026-08-09,2026-08-09,Delivered,USA,Phoenix Compact
LOG-014641,PO-014641,J.B. Hunt,Truck,8.78,2026-08-28,2026-08-28,Delivered,USA,Phoenix Compact
LOG-014642,PO-014642,Echo Global,Truck,17.86,2026-09-22,2026-09-22,Delivered,USA,Phoenix Compact
LOG-014643,PO-014643,J.B. Hunt,Truck,14.44,2026-10-11,2026-10-11,Delivered,USA,Phoenix Compact
LOG-014644,PO-014644,UPS Supply Chain,Truck,14.67,2026-11-08,2026-11-07,Delivered,USA,Phoenix Compact
LOG-014645,PO-014645,Ryder,Sea,20.09,2026-11-30,2026-11-29,Delivered,USA,Phoenix Compact
LOG-014646,PO-014646,Echo Global,Truck,12.51,2026-12-04,2026-12-03,Delivered,USA,Phoenix Compact
LOG-014647,PO-014647,Echo Global,Truck,7.62,2026-12-13,2026-12-13,Delivered,USA,Phoenix Compact
LOG-014648,PO-014648,J.B. Hunt,Truck,16.37,2026-12-30,2026-12-30,Delivered,USA,Phoenix Compact
LOG-014649,PO-014649,Echo Global,Sea,15.75,2025-07-18,2025-07-20,Delivered,Mexico,Phoenix Compact
LOG-014650,PO-014650,Echo Global,Truck,20.16,2025-11-27,2025-11-27,Delivered,Mexico,Phoenix Compact
LOG-014651,PO-014651,FedEx Freight,Rail,14.35,2025-12-27,2025-12-27,Delivered,Mexico,Phoenix Compact
LOG-014652,PO-014652,UPS Supply Chain,Truck,32.09,2026-01-26,2026-01-28,Delivered,Mexico,Phoenix Compact
LOG-014653,PO-014653,Ryder,Truck,29.39,2026-03-01,2026-03-01,Delivered,Mexico,Phoenix Compact
LOG-014654,PO-014654,Echo Global,Truck,25.97,2026-04-27,2026-04-27,Delivered,Mexico,Phoenix Compact
LOG-014655,PO-014655,J.B. Hunt,Truck,25.92,2026-05-13,2026-05-13,Delivered,Mexico,Phoenix Compact
LOG-014656,PO-014656,XPO Logistics,Truck,17.21,2026-06-12,2026-06-12,Delivered,Mexico,Phoenix Compact
LOG-014657,PO-014657,FedEx Freight,Truck,20.55,2026-07-01,2026-06-30,Delivered,Mexico,Phoenix Compact
LOG-014658,PO-014658,FedEx Freight,Truck,12.53,2026-08-11,2026-08-21,Delivered,Mexico,Phoenix Compact
LOG-014659,PO-014659,Ryder,Rail,27.18,2026-10-26,2026-10-24,Delivered,Mexico,Phoenix Compact
LOG-014660,PO-014660,J.B. Hunt,Truck,42.44,2026-11-03,2026-11-03,Delivered,Mexico,Phoenix Compact
LOG-014661,PO-014661,UPS Supply Chain,Truck,17.25,2026-12-31,2026-12-31,Delivered,Mexico,Phoenix Compact
LOG-014662,PO-014662,Echo Global,Air,26.31,2025-06-11,2025-06-11,Delivered,USA,Phoenix Compact
LOG-014663,PO-014663,XPO Logistics,Air,25.67,2025-10-02,2025-10-02,Delivered,USA,Phoenix Compact
LOG-014664,PO-014664,FedEx Freight,Air,26.81,2025-11-07,2025-11-07,Delivered,USA,Phoenix Compact
LOG-014665,PO-014665,UPS Supply Chain,Air,14.31,2025-12-24,2025-12-24,Delivered,USA,Phoenix Compact
LOG-014666,PO-014666,Echo Global,Truck,12.6,2026-02-05,2026-02-05,Delivered,USA,Phoenix Compact
LOG-014667,PO-014667,J.B. Hunt,Air,24.18,2026-05-02,2026-05-02,Delivered,USA,Phoenix Compact
LOG-014668,PO-014668,Ryder,Truck,12.03,2026-05-20,2026-05-20,Delivered,USA,Phoenix Compact
LOG-014669,PO-014669,FedEx Freight,Truck,21.34,2026-07-17,2026-07-17,Delivered,USA,Phoenix Compact
LOG-014670,PO-014670,Echo Global,Truck,9.97,2026-11-20,2026-11-20,Delivered,USA,Phoenix Compact
LOG-014671,PO-014671,Echo Global,Truck,17.78,2026-12-20,2026-12-18,Delivered,USA,Phoenix Compact
LOG-014672,PO-014672,UPS Supply Chain,Air,16.03,2025-04-13,2025-04-13,Delivered,USA,Phoenix Compact
LOG-014673,PO-014673,Ryder,Truck,19.2,2025-10-05,2025-10-03,Delivered,USA,Phoenix Compact
LOG-014674,PO-014674,XPO Logistics,Truck,8.5,2026-02-03,2026-02-03,Delivered,USA,Phoenix Compact
LOG-014675,PO-014675,Ryder,Truck,10.09,2026-03-27,2026-03-27,Delivered,USA,Phoenix Compact
LOG-014676,PO-014676,XPO Logistics,Air,10.29,2026-05-21,2026-05-21,Delivered,USA,Phoenix Compact
LOG-014677,PO-014677,FedEx Freight,Truck,9.95,2026-10-17,2026-10-17,Delivered,USA,Phoenix Compact
LOG-014678,PO-014678,FedEx Freight,Truck,13.41,2026-12-04,2026-12-04,Delivered,USA,Phoenix Compact
LOG-014679,PO-014679,Echo Global,Truck,17.96,2026-12-19,2026-12-19,Delivered,USA,Phoenix Compact
LOG-014680,PO-014680,UPS Supply Chain,Rail,18.56,2026-12-31,2026-12-31,Delivered,USA,Phoenix Compact
LOG-014681,PO-014681,UPS Supply Chain,Air,10.37,2025-05-26,2025-05-26,Delivered,Canada,Phoenix Compact
LOG-014682,PO-014682,Echo Global,Air,6.56,2025-07-09,2025-07-09,Delivered,Canada,Phoenix Compact
LOG-014683,PO-014683,J.B. Hunt,Truck,8.48,2025-07-20,2025-07-20,Delivered,Canada,Phoenix Compact
LOG-014684,PO-014684,Ryder,Truck,8.55,2025-10-22,2025-10-20,Delivered,Canada,Phoenix Compact
LOG-014685,PO-014685,XPO Logistics,Sea,4.4,2025-12-08,2025-12-08,Delivered,Canada,Phoenix Compact
LOG-014686,PO-014686,Ryder,Sea,4.93,2026-01-21,2026-01-21,Delivered,Canada,Phoenix Compact
LOG-014687,PO-014687,Ryder,Sea,4.19,2026-03-03,2026-03-03,Delivered,Canada,Phoenix Compact
LOG-014688,PO-014688,FedEx Freight,Truck,9.47,2026-04-06,2026-04-08,Delivered,Canada,Phoenix Compact
LOG-014689,PO-014689,UPS Supply Chain,Sea,11.3,2026-07-06,2026-07-06,Delivered,Canada,Phoenix Compact
LOG-014690,PO-014690,XPO Logistics,Truck,7.76,2026-07-14,2026-07-14,Delivered,Canada,Phoenix Compact
LOG-014691,PO-014691,J.B. Hunt,Truck,4.29,2026-07-27,2026-07-27,Delivered,Canada,Phoenix Compact
LOG-014692,PO-014692,Ryder,Truck,3.72,2026-07-28,2026-07-28,Delivered,Canada,Phoenix Compact
LOG-014693,PO-014693,XPO Logistics,Sea,3.61,2026-08-04,2026-08-04,Delivered,Canada,Phoenix Compact
LOG-014694,PO-014694,Echo Global,Truck,5.37,2026-09-27,2026-09-27,Delivered,Canada,Phoenix Compact
LOG-014695,PO-014695,UPS Supply Chain,Rail,3.43,2026-10-16,2026-10-16,Delivered,Canada,Phoenix Compact
LOG-014696,PO-014696,XPO Logistics,Air,5.68,2026-12-14,2026-12-14,Delivered,Canada,Phoenix Compact
LOG-014697,PO-014697,FedEx Freight,Sea,11.3,2026-01-06,2026-01-06,Delivered,USA,Phoenix Compact
LOG-014698,PO-014698,Echo Global,Sea,15.35,2026-06-19,2026-06-26,Delivered,USA,Phoenix Compact
LOG-014699,PO-014699,FedEx Freight,Truck,5.58,2026-10-19,2026-10-19,Delivered,USA,Phoenix Compact
LOG-014700,PO-014700,UPS Supply Chain,Air,10.35,2025-09-26,2025-09-26,Delivered,USA,Phoenix Compact
LOG-014701,PO-014701,FedEx Freight,Truck,11.81,2025-11-02,2025-11-02,Delivered,USA,Phoenix Compact
LOG-014702,PO-014702,Ryder,Rail,4.55,2025-12-04,2025-12-04,Delivered,USA,Phoenix Compact
LOG-014703,PO-014703,Echo Global,Truck,5.57,2026-01-07,2026-01-07,Delivered,USA,Phoenix Compact
LOG-014704,PO-014704,J.B. Hunt,Rail,8.98,2026-02-08,2026-02-08,Delivered,USA,Phoenix Compact
LOG-014705,PO-014705,Echo Global,Air,11.44,2026-02-25,2026-02-25,Delivered,USA,Phoenix Compact
LOG-014706,PO-014706,XPO Logistics,Truck,8.24,2026-06-21,2026-06-21,Delivered,USA,Phoenix Compact
LOG-014707,PO-014707,FedEx Freight,Truck,8.01,2026-10-02,2026-10-04,Delivered,USA,Phoenix Compact
LOG-014708,PO-014708,FedEx Freight,Truck,9.77,2026-12-04,2026-12-04,Delivered,USA,Phoenix Compact
LOG-014709,PO-014709,Ryder,Rail,6.51,2025-06-15,2025-06-15,Delivered,USA,Phoenix Compact
LOG-014710,PO-014710,UPS Supply Chain,Truck,6.4,2025-07-26,2025-07-26,Delivered,USA,Phoenix Compact
LOG-014711,PO-014711,UPS Supply Chain,Sea,2.79,2025-11-19,2025-11-19,Delivered,USA,Phoenix Compact
LOG-014712,PO-014712,Echo Global,Truck,3.77,2025-11-24,2025-11-24,Delivered,USA,Phoenix Compact
LOG-014713,PO-014713,UPS Supply Chain,Truck,6.12,2025-12-31,2025-12-31,Delivered,USA,Phoenix Compact
LOG-014714,PO-014714,UPS Supply Chain,Truck,4.36,2026-05-24,2026-05-24,Delivered,USA,Phoenix Compact
LOG-014715,PO-014715,XPO Logistics,Air,4.04,2026-06-29,2026-06-29,Delivered,USA,Phoenix Compact
LOG-014716,PO-014716,Ryder,Truck,4.81,2026-09-13,2026-09-15,Delivered,USA,Phoenix Compact
LOG-014717,PO-014717,UPS Supply Chain,Truck,3.16,2026-12-31,2026-12-31,Delivered,USA,Phoenix Compact
LOG-014718,PO-014718,UPS Supply Chain,Truck,4.17,2025-03-10,2025-03-10,Delivered,USA,Phoenix Compact
LOG-014719,PO-014719,XPO Logistics,Truck,9.24,2025-04-23,2025-04-23,Delivered,USA,Phoenix Compact
LOG-014720,PO-014720,J.B. Hunt,Truck,5.81,2025-08-01,2025-08-01,Delivered,USA,Phoenix Compact
LOG-014721,PO-014721,UPS Supply Chain,Sea,6.82,2025-08-12,2025-08-12,Delivered,USA,Phoenix Compact
LOG-014722,PO-014722,XPO Logistics,Sea,4.68,2025-10-23,2025-10-23,Delivered,USA,Phoenix Compact
LOG-014723,PO-014723,XPO Logistics,Sea,5.51,2025-11-22,2025-11-21,Delivered,USA,Phoenix Compact
LOG-014724,PO-014724,XPO Logistics,Air,3.71,2025-12-01,2025-11-30,Delivered,USA,Phoenix Compact
LOG-014725,PO-014725,Ryder,Truck,4.2,2026-01-26,2026-01-26,Delivered,USA,Phoenix Compact
LOG-014726,PO-014726,Echo Global,Air,4.17,2026-02-11,2026-02-11,Delivered,USA,Phoenix Compact
LOG-014727,PO-014727,XPO Logistics,Rail,5.92,2026-02-19,2026-02-24,Delivered,USA,Phoenix Compact
LOG-014728,PO-014728,XPO Logistics,Sea,4.91,2026-03-05,2026-03-05,Delivered,USA,Phoenix Compact
LOG-014729,PO-014729,Echo Global,Truck,4.27,2026-05-14,2026-05-14,Delivered,USA,Phoenix Compact
LOG-014730,PO-014730,UPS Supply Chain,Truck,5.1,2026-05-24,2026-05-24,Delivered,USA,Phoenix Compact
LOG-014731,PO-014731,Echo Global,Air,4.11,2026-07-30,2026-07-30,Delivered,USA,Phoenix Compact
LOG-014732,PO-014732,XPO Logistics,Truck,3.19,2026-08-21,2026-08-21,Delivered,USA,Phoenix Compact
LOG-014733,PO-014733,FedEx Freight,Truck,4.45,2026-09-11,2026-09-11,Delivered,USA,Phoenix Compact
LOG-014734,PO-014734,XPO Logistics,Truck,3.52,2026-11-05,2026-11-07,Delivered,USA,Phoenix Compact
LOG-014735,PO-014735,Echo Global,Rail,4.78,2026-11-26,2026-11-26,Delivered,USA,Phoenix Compact
LOG-014736,PO-014736,FedEx Freight,Truck,5.6,2025-12-22,2025-12-22,Delivered,USA,Phoenix Compact
LOG-014737,PO-014737,XPO Logistics,Truck,7.4,2026-04-30,2026-04-30,Delivered,USA,Phoenix Compact
LOG-014738,PO-014738,FedEx Freight,Truck,5.7,2026-07-27,2026-07-27,Delivered,USA,Phoenix Compact
LOG-014739,PO-014739,XPO Logistics,Truck,4.24,2026-08-24,2026-08-24,Delivered,USA,Phoenix Compact
LOG-014740,PO-014740,FedEx Freight,Truck,7.42,2026-10-08,2026-10-08,Delivered,USA,Phoenix Compact
LOG-014741,PO-014741,XPO Logistics,Sea,10.21,2026-11-14,2026-11-14,Delivered,USA,Phoenix Compact
LOG-014742,PO-014742,FedEx Freight,Air,4.16,2025-06-06,2025-06-06,Delivered,USA,Phoenix Compact
LOG-014743,PO-014743,Ryder,Air,5.49,2025-06-26,2025-06-26,Delivered,USA,Phoenix Compact
LOG-014744,PO-014744,UPS Supply Chain,Truck,11.16,2025-08-28,2025-08-28,Delivered,USA,Phoenix Compact
LOG-014745,PO-014745,UPS Supply Chain,Truck,7.77,2025-11-11,2025-11-11,Delivered,USA,Phoenix Compact
LOG-014746,PO-014746,Echo Global,Truck,8.05,2025-12-24,2025-12-24,Delivered,USA,Phoenix Compact
LOG-014747,PO-014747,FedEx Freight,Truck,13.4,2026-02-06,2026-02-06,Delivered,USA,Phoenix Compact
LOG-014748,PO-014748,Ryder,Sea,6.79,2026-03-04,2026-03-04,Delivered,USA,Phoenix Compact
LOG-014749,PO-014749,Ryder,Air,11.51,2026-03-30,2026-03-30,Delivered,USA,Phoenix Compact
LOG-014750,PO-014750,UPS Supply Chain,Truck,13.32,2026-04-02,2026-03-31,Delivered,USA,Phoenix Compact
LOG-014751,PO-014751,Echo Global,Air,5.6,2026-08-24,2026-08-24,Delivered,USA,Phoenix Compact
LOG-014752,PO-014752,XPO Logistics,Rail,7.26,2026-09-10,2026-09-10,Delivered,USA,Phoenix Compact
LOG-014753,PO-014753,Ryder,Truck,7.54,2026-10-03,2026-10-03,Delivered,USA,Phoenix Compact
LOG-014754,PO-014754,Echo Global,Truck,12.74,2026-11-03,2026-11-03,Delivered,USA,Phoenix Compact
LOG-014755,PO-014755,Ryder,Rail,8.28,2026-12-29,2026-12-29,Delivered,USA,Phoenix Compact
LOG-014756,PO-014756,FedEx Freight,Truck,7.91,2025-07-18,2025-07-18,Delivered,UAE,Phoenix Compact
LOG-014757,PO-014757,Ryder,Truck,9.74,2025-08-04,2025-08-04,Delivered,UAE,Phoenix Compact
LOG-014758,PO-014758,XPO Logistics,Truck,8.67,2025-10-24,2025-10-24,Delivered,UAE,Phoenix Compact
LOG-014759,PO-014759,J.B. Hunt,Sea,8.23,2025-12-09,2025-12-22,Delivered,UAE,Phoenix Compact
LOG-014760,PO-014760,J.B. Hunt,Truck,11.2,2026-02-16,2026-02-16,Delivered,UAE,Phoenix Compact
LOG-014761,PO-014761,Ryder,Truck,14.39,2026-04-25,2026-04-25,Delivered,UAE,Phoenix Compact
LOG-014762,PO-014762,Ryder,Truck,12.98,2026-05-25,2026-05-30,Delivered,UAE,Phoenix Compact
LOG-014763,PO-014763,J.B. Hunt,Truck,9.5,2026-06-17,2026-06-17,Delivered,UAE,Phoenix Compact
LOG-014764,PO-014764,Echo Global,Truck,11.79,2026-07-15,2026-07-21,Delivered,UAE,Phoenix Compact
LOG-014765,PO-014765,Echo Global,Truck,8.22,2026-09-23,2026-09-23,Delivered,UAE,Phoenix Compact
LOG-014766,PO-014766,Ryder,Rail,12.21,2026-11-08,2026-11-08,Delivered,UAE,Phoenix Compact
LOG-014767,PO-014767,J.B. Hunt,Air,18.08,2026-12-20,2026-12-20,Delivered,UAE,Phoenix Compact
LOG-014768,PO-014768,FedEx Freight,Sea,7.11,2026-03-20,2026-03-20,Delivered,USA,Phoenix Compact
LOG-014769,PO-014769,J.B. Hunt,Air,5.15,2025-05-31,2025-05-31,Delivered,Germany,Phoenix Compact
LOG-014770,PO-014770,UPS Supply Chain,Air,7.85,2025-08-09,2025-08-09,Delivered,Germany,Phoenix Compact
LOG-014771,PO-014771,Ryder,Rail,6.44,2025-11-11,2025-11-11,Delivered,Germany,Phoenix Compact
LOG-014772,PO-014772,Echo Global,Sea,4.74,2026-01-07,2026-01-07,Delivered,Germany,Phoenix Compact
LOG-014773,PO-014773,J.B. Hunt,Rail,5.79,2026-03-14,2026-03-13,Delivered,Germany,Phoenix Compact
LOG-014774,PO-014774,Echo Global,Air,6.73,2026-04-23,2026-05-05,Delivered,Germany,Phoenix Compact
LOG-014775,PO-014775,FedEx Freight,Truck,2.72,2026-09-16,2026-09-15,Delivered,Germany,Phoenix Compact
LOG-014776,PO-014776,XPO Logistics,Truck,5.1,2026-12-31,2026-12-31,Delivered,Germany,Phoenix Compact
LOG-014777,PO-014777,J.B. Hunt,Truck,15.34,2025-09-22,2025-09-22,Delivered,UAE,Phoenix Compact
LOG-014778,PO-014778,J.B. Hunt,Truck,12.81,2026-06-19,2026-06-21,Delivered,UAE,Phoenix Compact
LOG-014779,PO-014779,XPO Logistics,Truck,8.19,2026-09-18,2026-09-23,Delivered,UAE,Phoenix Compact
LOG-014780,PO-014780,Ryder,Truck,4.18,2025-07-19,2025-07-19,Delivered,USA,Phoenix Compact
LOG-014781,PO-014781,UPS Supply Chain,Truck,5.53,2025-10-18,2025-10-18,Delivered,USA,Phoenix Compact
LOG-014782,PO-014782,UPS Supply Chain,Sea,5.12,2025-11-13,2025-11-13,Delivered,USA,Phoenix Compact
LOG-014783,PO-014783,UPS Supply Chain,Truck,2.15,2026-02-01,2026-02-01,Delivered,USA,Phoenix Compact
LOG-014784,PO-014784,Echo Global,Rail,6.45,2026-03-26,2026-03-30,Delivered,USA,Phoenix Compact
LOG-014785,PO-014785,FedEx Freight,Rail,3.56,2026-06-14,2026-06-14,Delivered,USA,Phoenix Compact
LOG-014786,PO-014786,UPS Supply Chain,Air,2.53,2026-08-30,2026-08-30,Delivered,USA,Phoenix Compact
LOG-014787,PO-014787,XPO Logistics,Truck,3.86,2026-10-08,2026-10-08,Delivered,USA,Phoenix Compact
LOG-014788,PO-014788,J.B. Hunt,Truck,4.43,2026-10-22,2026-10-20,Delivered,USA,Phoenix Compact
LOG-014789,PO-014789,Ryder,Truck,2.65,2026-12-03,2026-12-03,Delivered,USA,Phoenix Compact
LOG-014790,PO-014790,FedEx Freight,Rail,13.52,2025-07-11,2025-07-11,Delivered,USA,Phoenix Compact
LOG-014791,PO-014791,J.B. Hunt,Truck,18.1,2025-12-23,2025-12-23,Delivered,USA,Phoenix Compact
LOG-014792,PO-014792,Echo Global,Truck,10.82,2026-02-04,2026-02-04,Delivered,USA,Phoenix Compact
LOG-014793,PO-014793,Echo Global,Truck,15.64,2026-04-03,2026-04-02,Delivered,USA,Phoenix Compact
LOG-014794,PO-014794,Ryder,Rail,11.77,2026-06-10,2026-06-10,Delivered,USA,Phoenix Compact
LOG-014795,PO-014795,Ryder,Truck,8.59,2026-08-02,2026-08-02,Delivered,USA,Phoenix Compact
LOG-014796,PO-014796,Ryder,Rail,9.7,2026-09-28,2026-09-28,Delivered,USA,Phoenix Compact
LOG-014797,PO-014797,J.B. Hunt,Air,10.65,2025-08-19,2025-08-19,Delivered,Germany,Phoenix Compact
LOG-014798,PO-014798,Ryder,Rail,13.17,2025-09-18,2025-09-20,Delivered,Germany,Phoenix Compact
LOG-014799,PO-014799,Echo Global,Truck,18.05,2025-05-15,2025-05-15,Delivered,Taiwan,Phoenix Compact
LOG-014800,PO-014800,Ryder,Air,18.7,2025-08-16,2025-08-16,Delivered,Taiwan,Phoenix Compact
LOG-014801,PO-014801,Ryder,Sea,23.34,2025-12-17,2025-12-17,Delivered,Taiwan,Phoenix Compact
LOG-014802,PO-014802,Echo Global,Rail,16.04,2026-03-30,2026-03-30,Delivered,Taiwan,Phoenix Compact
LOG-014803,PO-014803,Echo Global,Truck,17.02,2026-05-26,2026-05-25,Delivered,Taiwan,Phoenix Compact
LOG-014804,PO-014804,XPO Logistics,Sea,32.12,2026-07-31,2026-08-03,Delivered,Taiwan,Phoenix Compact
