ReturnID,ReturnDate,InvoiceID,StoreName,SKU,ProductName,Category,ReturnedQty,ReturnReason,RefundAmount
RET-000772,2026-01-17,INV-0039376,Charlotte Standard,PRD-0080,PureChoice Butter & Spreads Select,Dairy,2,Expired,15.05
RET-000773,2025-05-29,INV-0025508,Denver Standard,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,1,Damaged,6.61
RET-000774,2026-02-01,INV-0006669,Boston Flagship,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,5,Customer Return,104.28
RET-000775,2026-07-23,INV-0058889,Providence Express,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,1,Expired,2.19
RET-000776,2025-07-18,INV-0035974,Charlotte Standard,PRD-0004,PureChoice Carbonated Drinks Classic,Beverages,3,Quality Issue,3.23
RET-000777,2024-11-17,INV-0010076,Atlanta Flagship,PRD-0050,HomeComfort Nuts & Seeds Deluxe 500g,Snacks,1,Quality Issue,6.94
RET-000778,2025-10-01,INV-0026311,Denver Standard, PRD-0121,CoastalSelect Frozen Vegetables Value,Frozen Foods,1,Customer Return,5.13
RET-000779,2026-11-19,INV-0008215,Atlanta Flagship,PRD-0009,CoastalSelect Carbonated Drinks Deluxe,Beverages,5,Customer Return,12.19
RET-000780,2026-11-08,INV-0011628,Atlanta Flagship,PRD-0088,UrbanHarvest Canned Goods Original 500g,Grocery,5,Customer Return,10.88
RET-000781,2025-07-28,INV-0008328,Atlanta Flagship,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,1,Customer Return,2.77
RET-000782,2025-12-15,INV-0042272,Charlotte Standard,PRD-0152,CoastalSelect OTC Medicine Original,Health & Beauty,3,Damaged,62.31
RET-000783,2026-01-08,INV-0031069,Philadelphia Standard,PRD-0067,EverGreen Cheese Classic,Dairy,5,Damaged,73.28
RET-000784,2026-12-29,INV-0053345,Tampa Compact,PRD-0145,QuickServe Personal Care Pro,Health & Beauty,7,Quality Issue,82.99
RET-000785,2026-08-15,INV-0000708,Boston Flagship,PRD-0012,PureChoice Carbonated Drinks Lite,Beverages,3,Customer Return,9.87
RET-000786,2026-03-27,INV-0058145,Providence Express,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,8,Incorrect Shipment,20.14
RET-000787,2026-03-09,INV-0049414,Tampa Compact,PRD-0016,FreshFirst Juices Deluxe,Beverages,1,Quality Issue,4.03
RET-000788,2026-07-31,INV-0075691,Detroit Compact,PRD-0158,ElitePro Cleaning Products Deluxe,Household,1,Customer Return,5.19
RET-000789,2025-07-30,INV-0028481,Philadelphia Standard,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,1,Expired,2.63
RET-000790,2025-06-11,INV-0035402,Philadelphia Standard,PRD-0157,EverGreen Cleaning Products Lite,Household,3,Damaged,25.51
RET-000791,2026-05-13,INV-0040050,Charlotte Standard,PRD-0094,SunRise Canned Goods Value 200g,Grocery,1,Incorrect Shipment,3.73
RET-000792,2026-11-15,INV-0050690,Tampa Compact,PRD-0055,OptimaFood Nuts & Seeds Select 400g,Snacks,1,Quality Issue,10.59
RET-000793,2025-11-14,INV-0032342,Philadelphia Standard,PRD-0093,BluePeak Canned Goods Classic 400g,Grocery,3,Customer Return,5.25
RET-000794,2026-12-13,INV-0005398,Boston Flagship,PRD-0115,ClearSpring Frozen Meals Lite,Frozen Foods,7,Customer Return,101.28
RET-000795,2026-05-04,INV-0058017,Providence Express,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,2,Expired,3.6
RET-000796,2026-07-03,INV-0028606,Philadelphia Standard,PRD-0012,PureChoice Carbonated Drinks Lite,Beverages,1,Expired,3.01
RET-000797,2025-09-01,INV-0034945,Philadelphia Standard,PRD-0146,UrbanHarvest Personal Care Lite,Health & Beauty,2,Customer Return,7.87
RET-000798,2026-07-29,INV-0028308,Philadelphia Standard,PRD-0008,QuickServe Carbonated Drinks Deluxe,Beverages,1,Damaged,2.37
RET-000799,2024-12-16,INV-0006713,Boston Flagship,PRD-0141,UrbanHarvest Vitamins Pro,Health & Beauty,3,Expired,21.91
RET-000800,2025-08-09,INV-0065570,Indianapolis Standard,PRD-0106,NaturePath Pasta & Grains Value 750g,Grocery,2,Damaged,7.28
RET-000801,2024-11-14,INV-0003637,Boston Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Damaged,3.97
RET-000802,2025-06-24,INV-0047197,Columbus Standard,PRD-0117,GoldCrest Frozen Meals Plus,Frozen Foods,5,Damaged,44.87
RET-000803,2026-06-18,INV-0050080,Tampa Compact,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Customer Return,1.97
RET-000804,2024-10-25,INV-0009284,Atlanta Flagship,PRD-0031,FRESHFIRST ENERGY DRINKS PRO,Beverages,2,Customer Return,8.69
RET-000805,2026-10-26,INV-0071260,Salt Lake City Express,PRD-0035,ElitePro Energy Drinks Select,Beverages,3,Quality Issue,6.59
RET-000806,2026-11-11,INV-0073464,Detroit Compact,PRD-0016,FreshFirst Juices Deluxe,Beverages,3,Customer Return,12.63
RET-000807,2026-03-06,INV-0039082,Charlotte Standard,PRD-0074,BluePeak Yogurt Deluxe,Dairy,2,Customer Return,11.08
RET-000808,2026-12-23,INV-0004530,Boston Flagship,PRD-0094,SunRise Canned Goods Value 200g,Grocery,4,Expired,17.56
RET-000809,2026-12-27,INV-0061068,Providence Express,PRD-0108,UrbanHarvest Pasta & Grains Select 400g,Grocery,9,Customer Return,24.61
RET-000810,2026-01-08,INV-0052814,Tampa Compact,PRD-0125,CoastalSelect Frozen Vegetables Premium,Frozen Foods,2,Damaged,13.5
RET-000811,2026-07-10,INV-0065605,Indianapolis Standard,PRD-0108,UrbanHarvest Pasta & Grains Select 400g,Grocery,7,Customer Return,21.59
RET-000812,2025-09-11,INV-0017926,Chicago Flagship,PRD-0076,ClearSpring Yogurt Plus,Dairy,2,Customer Return,5.49
RET-000813,2025-07-27,INV-0065591,Indianapolis Standard,PRD-0108,UrbanHarvest Pasta & Grains Select 400g,Grocery,1,Damaged,2.76
RET-000814,2026-11-10,INV-0066559,Indianapolis Standard,PRD-0142,GoldCrest Personal Care Pro,Health & Beauty,4,Incorrect Shipment,34.5
RET-000815,2026-07-12,INV-0027584,Denver Standard,PRD-0157,EverGreen Cleaning Products Lite,Household,2,Damaged,18.42
RET-000816,2026-10-01,INV-0073658,Detroit Compact,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,2,Expired,4.41
RET-000817,2025-11-21,INV-0047964,Columbus Standard,PRD-0139,FreshFirst Vitamins Original,Health & Beauty,1,Customer Return,7.77
RET-000818,2025-09-06,INV-0031627,Philadelphia Standard,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Quality Issue,4.31
RET-000819,2026-05-05,INV-0072978,Salt Lake City Express,PRD-0155,QuickServe Cleaning Products Original,Household,1,Quality Issue,3.08
RET-000820,2026-01-24,INV-0006225,Boston Flagship,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,1,Quality Issue,8.4
RET-000821,2026-01-24,INV-0031076,Philadelphia Standard,PRD-0067,EverGreen Cheese Classic,Dairy,2,Customer Return,26.66
RET-000822,2026-11-18,INV-0014052,Atlanta Flagship,PRD-0148,EverGreen Personal Care Classic,Health & Beauty,3,Customer Return,31.16
RET-000823,2026-06-13,INV-0029016,Philadelphia Standard,PRD-0022,ElitePro Juices Lite,Beverages,1,Incorrect Shipment,3.59
RET-000824,2025-06-15,INV-0049518,Tampa Compact,PRD-0020,HomeComfort Juices Value,Beverages,6,Damaged,26.13
RET-000825,2024-12-17,INV-0025300,Denver Standard,PRD-0093,BluePeak Canned Goods Classic 400g,Grocery,3,Customer Return,6.22
RET-000826,2024-11-29,INV-0038207,Charlotte Standard,PRD-0052,HomeComfort Nuts & Seeds Original 750g,Snacks,1,Damaged,6.9
RET-000827,2026-05-16,INV-0066895,Indianapolis Standard,PRD-0158,ElitePro Cleaning Products Deluxe,Household,2,Damaged,10.06
RET-000828,2025-09-19,INV-0054384,Phoenix Compact,PRD-0019,CoastalSelect Juices Deluxe,Beverages,2,Quality Issue,8.42
RET-000829,2026-10-10,INV-0056673,Phoenix Compact,PRD-0119,PureChoice Frozen Meals Lite,Frozen Foods,1,Quality Issue,7.25
RET-000830,2026-10-07,INV-0056441,Phoenix Compact,PRD-0113 ,SunRise Frozen Meals Plus,Frozen Foods,2,Expired,23.92
RET-000831,2025-07-16,INV-0018019,Chicago Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Quality Issue,4.14
RET-000832,2025-05-29,INV-0013686,Atlanta Flagship,PRD-0138,SunRise Vitamins Deluxe,Health & Beauty,1,Damaged,20.83
RET-000833,2026-03-31,INV-0027296,Denver Standard,PRD-0149,QuickServe OTC Medicine Premium,Health & Beauty,1,Incorrect Shipment,15.34
RET-000834,2025-12-01,INV-0072065,Salt Lake City Express,PRD-0095,CoastalSelect Condiments Select 500g,Grocery,1,Customer Return,7.01
RET-000835,2026-01-10,INV-0063873,Indianapolis Standard,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,2,Customer Return,9.11
RET-000836,2026-04-26,INV-0048777,Tampa Compact,PRD-0001,BluePeak Carbonated Drinks Plus,Beverages,1,Damaged,1.45
RET-000837,2026-10-08,INV-0008298,Atlanta Flagship,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,1,Customer Return,2.4
RET-000838,2026-12-18,INV-0030777,Philadelphia Standard,PRD-0060,QuickServe Cookies & Bars Deluxe 400g,Snacks,6,Damaged,24.52
RET-000839,2026-01-24,INV-0074187,Detroit Compact,PRD-0067,EverGreen Cheese Classic,Dairy,1,Damaged,14.08
RET-000840,2026-10-05,INV-0054724,Phoenix Compact,PRD-0031,FreshFirst Energy Drinks Pro,Beverages,1,Expired,4.69
RET-000841,2026-12-31,INV-0060243,Providence Express,PRD-0078,ValuBrand Yogurt Classic,Dairy,4,Quality Issue,15.97
RET-000842,2026-02-17,INV-0029925,Philadelphia Standard,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,5,Damaged,21.39
RET-000843,2025-04-21,INV-0039951,Charlotte Standard,PRD-0093,BluePeak Canned Goods Classic 400g,Grocery,3,Quality Issue,6.28
RET-000844,2026-12-13,INV-0042424,Charlotte Standard,PRD-0155,QuickServe Cleaning Products Original,Household,2,Damaged,5.95
RET-000845,2025-05-18,INV-0023674,Denver Standard,PRD-0045,PureChoice Chips & Crisps Value 500g,Snacks,1,Incorrect Shipment,2.73
RET-000846,2026-11-29,INV-0068189,Nashville Compact,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,5,Quality Issue,21.78
RET-000847,2026-03-31,INV-0071586,Salt Lake City Express,PRD-0061,BluePeak Cookies & Bars Original 400g,Snacks,1,Quality Issue,3.64
RET-000848,2026-12-13,INV-0014166,Atlanta Flagship,PRD-0152,CoastalSelect OTC Medicine Original,Health & Beauty,5,Incorrect Shipment,117.52
RET-000849,2026-12-01,INV-0078904,Hartford Express,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,2,Customer Return,12.26
RET-000850,2025-11-19,INV-0040435,Charlotte Standard,PRD-0105,HomeComfort Pasta & Grains Premium 400g,Grocery,2,Customer Return,4.47
RET-000851,2026-08-09,INV-0018349,Chicago Flagship,PRD-0086,BluePeak Canned Goods Select 1000g,Grocery,1,Damaged,1.38
RET-000852,2026-12-12,INV-0078300,Hartford Express,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Damaged,2.21
RET-000853,2024-11-29,INV-0023526,Denver Standard,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,2,Customer Return,8.44
RET-000854,2025-12-18,INV-0038297,Charlotte Standard,PRD-0054,QuickServe Nuts & Seeds Deluxe 500g,Snacks,2,Expired,10.52
RET-000855,2026-11-19,INV-0025594,Denver Standard,PRD-0100,FreshFirst Condiments Pro 250g,Grocery,2,Expired,14.64
RET-000856,2026-01-02,INV-0073933,Detroit Compact,PRD-0049,GoldCrest Nuts & Seeds Deluxe 750g,Snacks,2,Customer Return,15.23
RET-000857,2025-10-18,INV-0051165,Tampa Compact,PRD-0073,QuickServe Yogurt Pro,Dairy,2,Damaged,3.87
RET-000858,2026-01-13,INV-0006328,Boston Flagship,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,2,Expired,17.23
RET-000859,2024-12-16,INV-0039526,Charlotte Standard,PRD-0086,BluePeak Canned Goods Select 1000g,Grocery,1,Expired,1.26
RET-000860,2026-08-10,INV-0033301,Philadelphia Standard,PRD-0114,UrbanHarvest Frozen Meals Select,Frozen Foods,1,Incorrect Shipment,13.84
RET-000861,2025-08-12,INV-0038778,Charlotte Standard,PRD-0067,EverGreen Cheese Classic,Dairy,4,Customer Return,57.46
RET-000862,2025-05-06,INV-0020086,Chicago Flagship,PRD-0121,CoastalSelect Frozen Vegetables Value,Frozen Foods,2,Customer Return,8.64
RET-000863,2026-05-25,INV-0055626,Phoenix Compact,PRD-0074,BluePeak Yogurt Deluxe,Dairy,1,Customer Return,5.18
RET-000864,2025-09-10,INV-0052195,Tampa Compact,PRD-0109,HomeComfort Pasta & Grains Select 300g,Grocery,2,Customer Return,10.12
RET-000865,2026-06-30,INV-0059244,Providence Express,PRD-0044,EverGreen Chips & Crisps Original 300g,Snacks,3,Damaged,10.52
RET-000866,2026-04-30,INV-0031672,Philadelphia Standard,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Quality Issue,4.16
RET-000867,2025-04-21,INV-0000240,Boston Flagship,PRD-0005,UrbanHarvest Carbonated Drinks Classic,Beverages,1,Damaged,1.8
RET-000868,2025-07-05,INV-0037436,Charlotte Standard,PRD-0034,ClearSpring Energy Drinks Premium,Beverages,11,Expired,38.97
RET-000869,2026-05-13,INV-0068260,Nashville Compact,PRD-0045,PureChoice Chips & Crisps Value 500g,Snacks,4,Customer Return,12.41
RET-000870,2025-09-30,INV-0024520,Denver Standard,PRD-0071,CoastalSelect Cheese Lite,Dairy,3,Expired,37.79
RET-000871,2025-05-26,INV-0030518,Philadelphia Standard,PRD-0054,QuickServe Nuts & Seeds Deluxe 500g,Snacks,1,Customer Return,5.31
RET-000872,2026-08-27,INV-0001923,Boston Flagship,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Expired,2.19
RET-000873,2026-02-22,INV-0051762,Tampa Compact,PRD-0092,CoastalSelect Canned Goods Pro 500g,Grocery,5,Damaged,14.74
RET-000874,2026-10-14,INV-0076135,Raleigh Standard,PRD-0020,HomeComfort Juices Value,Beverages,8,Expired,35.01
RET-000875,2025-08-24,INV-0027877,Philadelphia Standard,PRD-0001,BluePeak Carbonated Drinks Plus,Beverages,1,Customer Return,1.36
RET-000876,2025-08-05,INV-0034772,Philadelphia Standard,PRD-0142,GoldCrest Personal Care Pro,Health & Beauty,4,Expired,32.98
RET-000877,2026-05-09,INV-0001432,Boston Flagship,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,1,Damaged,1.73
RET-000878,2026-06-18,INV-0057818,Providence Express,PRD-0001,BluePeak Carbonated Drinks Plus,Beverages,4,Expired,6.15
RET-000879,2026-07-12,INV-0047222,Columbus Standard,PRD-0117,GoldCrest Frozen Meals Plus,Frozen Foods,1,Damaged,9.29
RET-000880,2026-01-05,INV-0009522,Atlanta Flagship,prd-0035,ElitePro Energy Drinks Select,Beverages,2,Expired,4.12
RET-000881,2026-04-12,INV-0057056,Phoenix Compact,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,1,Damaged,8.71
RET-000882,2026-04-21,INV-0075846,Raleigh Standard,PRD-0003,EverGreen Carbonated Drinks Deluxe,Beverages,1,Damaged,1.59
RET-000883,2025-08-27,INV-0027437,Denver Standard,PRD-0155,QuickServe Cleaning Products Original,Household,1,Damaged,3.19
RET-000884,2026-12-31,INV-0025539,Denver Standard,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,6,Damaged,40.05
RET-000885,2026-02-19,INV-0053634,Tampa Compact,PRD-0157,EverGreen Cleaning Products Lite,Household,1,Incorrect Shipment,9.74
RET-000886,2025-04-01,INV-0017992,Chicago Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,3,Damaged,11.87
RET-000887,2026-06-09,INV-0034279,Philadelphia Standard,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,9,Damaged,76.44
RET-000888,2026-05-10,INV-0001336,Boston Flagship,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,9,Customer Return,14.21
RET-000889,2026-12-11,INV-0055986,Phoenix Compact,PRD-0090,BluePeak Canned Goods Deluxe 250g,Grocery,6,Damaged,23.16
RET-000890,2026-12-05,INV-0002216,Boston Flagship,PRD-0044,EverGreen Chips & Crisps Original 300g,Snacks,4,Customer Return,15.48
RET-000891,2026-08-13,INV-0018920,Chicago Flagship,PRD-0095,CoastalSelect Condiments Select 500g,Grocery,1,Customer Return,7.79
RET-000892,2025-09-11,INV-0038630,Charlotte Standard,PRD-0064,NaturePath Cookies & Bars Premium 200g,Snacks,2,Expired,7.21
RET-000893,2026-10-31,INV-0061477,Providence Express,PRD-0119,PureChoice Frozen Meals Lite,Frozen Foods,1,Damaged,6.91
RET-000894,2024-11-10,INV-0011468,Atlanta Flagship,PRD-0086,BluePeak Canned Goods Select 1000g,Grocery,2,Expired,2.84
RET-000895,2025-12-05,INV-0068211,Nashville Compact,PRD-0042,OptimaFood Chips & Crisps Value 300g,Snacks,3,Customer Return,9.17
RET-000896,2026-12-31,INV-0067164,Nashville Compact,PRD-0003,EverGreen Carbonated Drinks Deluxe,Beverages,1,Expired,1.57
RET-000897,2026-07-04,INV-0013359,Atlanta Flagship,PRD-0127,SunRise Frozen Vegetables Deluxe,Frozen Foods,3,Damaged,9.79
RET-000898,2025-09-21,INV-0054613,Phoenix Compact,PRD-0029,SunRise Water & Sparkling Classic,Beverages,1,Incorrect Shipment,0.92
RET-000899,2025-12-02,INV-0020308,Chicago Flagship,PRD-0125,CoastalSelect Frozen Vegetables Premium,Frozen Foods,8,Damaged,55.13
RET-000900,2025-08-17,INV-0036175,Charlotte Standard,PRD-0009,CoastalSelect Carbonated Drinks Deluxe,Beverages,2,Quality Issue,4.88
RET-000901,2025-11-21,INV-0019292,Chicago Flagship,PRD-0106,NaturePath Pasta & Grains Value 750g,Grocery,4,Quality Issue,15.53
RET-000902,2025-08-01,INV-0039263,Charlotte Standard,PRD-0078,ValuBrand Yogurt Classic,Dairy,3,Quality Issue,11.98
RET-000903,2025-08-12,INV-0027612,Denver Standard,PRD-0158,ElitePro Cleaning Products Deluxe,Household,1,Expired,4.89
RET-000904,2025-11-13,INV-0041164,Charlotte Standard,PRD-0120,HomeComfort Frozen Vegetables Classic,Frozen Foods,1,Damaged,5.31
RET-000905,2026-06-02,INV-0068506,Nashville Compact,PRD-0057,ElitePro Cookies & Bars Classic 250g,Snacks,1,Customer Return,2.64
RET-000906,2026-12-31,INV-0078697,Hartford Express,PRD-0081,PureChoice Butter & Spreads Lite,Dairy,1,Customer Return,8.15
RET-000907,2024-12-25,INV-0048505,Columbus Standard,PRD-0158,ElitePro Cleaning Products Deluxe,Household,1,Incorrect Shipment,4.88
RET-000908,2025-12-03,INV-0002912,Boston Flagship,PRD-0061,BluePeak Cookies & Bars Original 400g,Snacks,1,Customer Return,3.45
RET-000909,2026-09-10,INV-0059247,Providence Express,PRD-0044,EverGreen Chips & Crisps Original 300g,Snacks,9,Quality Issue,32.62
RET-000910,2026-10-14,INV-0002623,Boston Flagship,PRD-0053,UrbanHarvest Nuts & Seeds Original 400g,Snacks,3,Quality Issue,28.61
RET-000911,2024-12-06,INV-0028698,Philadelphia Standard,PRD-0015,QuickServe Juices Premium,Beverages,1,Customer Return,4.37
RET-000912,2026-02-24,INV-0013629,Atlanta Flagship,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,1,Quality Issue,8.4
RET-000913,2026-05-28,INV-0060922,Providence Express,PRD-0100,FreshFirst Condiments Pro 250g,Grocery,1,Damaged,6.51
RET-000914,2025-08-19,INV-0033460,Philadelphia Standard,PRD-0116,coastalselect frozen meals select,Frozen Foods,4,Damaged,45.7
RET-000915,2024-10-28,INV-0035766,Charlotte Standard,PRD-0001,BluePeak Carbonated Drinks Plus,Beverages,2,Expired,2.53
RET-000916,2026-09-07,INV-0015925,Chicago Flagship,PRD-0029,SunRise Water & Sparkling Classic,Beverages,2,Customer Return,1.89
RET-000917,2025-08-10,INV-0008155,Atlanta Flagship,PRD-0008,QuickServe Carbonated Drinks Deluxe,Beverages,2,Quality Issue,5.14
RET-000918,2025-10-06,INV-0060506,Providence Express,PRD-0089,OptimaFood Canned Goods Lite 250g,Grocery,2,Expired,4.94
RET-000919,2026-04-30,INV-0026729,Denver Standard,PRD-0135,BluePeak Vitamins Select,Health & Beauty,3,Expired,27.32
RET-000920,2026-01-20,INV-0001192,Boston Flagship,PRD-0024,SunRise Water & Sparkling Premium,Beverages,1,Expired,1.46
RET-000921,2026-08-04,INV-0076118,Raleigh Standard,PRD-0019,CoastalSelect Juices Deluxe,Beverages,2,Damaged,7.88
RET-000922,2024-10-15,INV-0030411,Philadelphia Standard,PRD-0052,HomeComfort Nuts & Seeds Original 750g,Snacks,2,Customer Return,12.52
RET-000923,2026-02-12,INV-0069607,Nashville Compact,PRD 0113,SunRise Frozen Meals Plus,Frozen Foods,1,Quality Issue,11.02
RET-000924,2025-04-10,INV-0045589,Columbus Standard,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Expired,3.68
RET-000925,2026-12-31,INV-0058541,Providence Express,PRD-0019,CoastalSelect Juices Deluxe,Beverages,1,Customer Return,4.45
RET-000926,2026-11-28,INV-0006479,Boston Flagship,PRD-0138,SunRise Vitamins Deluxe,Health & Beauty,2,Customer Return,44.67
RET-000927,2026-07-19,INV-0010389,Atlanta Flagship,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,1,Expired,2.79
RET-000928,2025-01-09,INV-0029888,Philadelphia Standard,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,9,Customer Return,36.58
RET-000929,2026-08-10,INV-0071107,Salt Lake City Express,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,1,Customer Return,1.7
RET-000930,2026-09-04,INV-0028769,Philadelphia Standard,PRD-0015,QuickServe Juices Premium,Beverages,1,Customer Return,4.28
RET-000931,2026-11-09,INV-0056164,Phoenix Compact,PRD-0096,EverGreen Condiments Premium 500g,Grocery,1,Quality Issue,7.92
RET-000932,2026-02-08,INV-0060706,Providence Express,PRD-0094,SunRise Canned Goods Value 200g,Grocery,1,Customer Return,3.69
RET-000933,2025-05-03,INV-0027233,Denver Standard,PRD-0148,EverGreen Personal Care Classic,Health & Beauty,1,Quality Issue,10.1
RET-000934,2026-07-30,INV-0022508,Denver Standard,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,6,Customer Return,15.07
RET-000935,2026-02-17,INV-0036347,Charlotte Standard,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,1,Customer Return,2.76
RET-000936,2026-12-31,INV-0032929,Philadelphia Standard,PRD-0106,NaturePath Pasta & Grains Value 750g,Grocery,1,Expired,4.18
RET-000937,2026-12-15,INV-0074406,Detroit Compact,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Incorrect Shipment,3.92
RET-000938,2026-12-21,INV-0073320,Detroit Compact,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,1,Customer Return,2.53
RET-000939,2026-08-20,INV-0075092,Detroit Compact,PRD-0117,GoldCrest Frozen Meals Plus,Frozen Foods,2,Expired,17.95
RET-000940,2025-09-28,INV-0010684,Atlanta Flagship,PRD-0067,EverGreen Cheese Classic,Dairy,1,,13.92
RET-000941,2026-01-29,INV-0009637,Atlanta Flagship,PRD-0039,UrbanHarvest Chips & Crisps Plus 1000g,Snacks,1,Customer Return,4.79
RET-000942,2025-01-02,INV-0016038,Chicago Flagship,PRD-0031,FreshFirst Energy Drinks Pro,Beverages,8,Damaged,33.5
RET-000943,2026-10-27,INV-0009020,Atlanta Flagship,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,7,Incorrect Shipment,10.88
RET-000944,2025-04-29,INV-0061436,Providence Express,PRD-0119,PureChoice Frozen Meals Lite,Frozen Foods,1,Customer Return,6.18
RET-000945,2025-11-13,INV-0070641,Salt Lake City Express,PRD-0001,BluePeak Carbonated Drinks Plus,Beverages,1,Expired,1.48
RET-000946,2024-12-15,INV-0030077,Philadelphia Standard,PRD-0045,PureChoice Chips & Crisps Value 500g,Snacks,5,Customer Return,14.74
RET-000947,2025-10-02,INV-0068679,Nashville Compact,PRD-0067,EverGreen Cheese Classic,Dairy,1,Customer Return,13.12
RET-000948,2026-04-06,INV-0014150,Atlanta Flagship,PRD-0152,CoastalSelect OTC Medicine Original,Health & Beauty,1,Quality Issue,20.66
RET-000949,2024-12-31,INV-0045578,Columbus Standard,PRD-0078,ValuBrand Yogurt Classic,Dairy,4,Quality Issue,16.7
RET-000950,2025-09-24,INV-0041671,Charlotte Standard,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,5,Expired,40.24
RET-000951,2026-10-31,INV-0018881,Chicago Flagship,PRD-0094,SunRise Canned Goods Value 200g,Grocery,1,Quality Issue,4.32
RET-000952,2025-12-21,INV-0017337,Chicago Flagship,PRD-0065,NaturePath Cheese Classic,Dairy,2,Expired,12.82
RET-000953,2026-12-13,INV-0078545,Hartford Express,PRD-0066,OptimaFood Cheese Lite,Dairy,6,Customer Return,98.64
RET-000954,2025-09-14,INV-0015319,Chicago Flagship,PRD-0014,OptimaFood Juices Select,Beverages,1,Customer Return,2.68
RET-000955,2026-09-03,INV-0049909,Tampa Compact,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,4,Damaged,8.6
RET-000956,2026-03-16,INV-0034421,Philadelphia Standard,PRD-0137,FreshFirst Vitamins Plus,Health & Beauty,2,Damaged,18.43
RET-000957,2026-11-12,INV-0008633,Atlanta Flagship,PRD-0015,QuickServe Juices Premium,Beverages,1,Expired,4.0
RET-000958,2026-07-16,INV-0030167,Philadelphia Standard,PRD-0046,ElitePro Chips & Crisps Deluxe 250g,Snacks,11,Incorrect Shipment,15.21
RET-000959,2024-12-06,INV-0030075,Philadelphia Standard,PRD-0045,PureChoice Chips & Crisps Value 500g,Snacks,4,Customer Return,11.08
RET-000960,2025-10-02,INV-0046610,Columbus Standard,PRD-0101,SunRise Condiments Original 400g,Grocery,5,Damaged,16.59
RET-000961,2026-11-14,INV-0064424,Indianapolis Standard,PRD-0064,NaturePath Cookies & Bars Premium 200g,Snacks,1,Damaged,4.04
RET-000962,2026-05-10,INV-0014396,Atlanta Flagship,PRD-0158,ElitePro Cleaning Products Deluxe,Household,7,Quality Issue,36.19
RET-000963,2026-12-07,INV-0005020,Boston Flagship,PRD-0108,UrbanHarvest Pasta & Grains Select 400g,Grocery,1,Customer Return,2.86
RET-000964,2026-10-21,INV-0070769,Salt Lake City Express,PRD-0009,CoastalSelect Carbonated Drinks Deluxe,Beverages,1,Expired,2.36
RET-000965,2025-07-03,INV-0037927,Charlotte Standard,PRD-0046,ElitePro Chips & Crisps Deluxe 250g,Snacks,1,Damaged,1.27
RET-000966,2026-12-18,INV-0067753,Nashville Compact,PRD-0026,CoastalSelect Water & Sparkling Original,Beverages,5,Damaged,3.72
RET-000967,2026-01-12,INV-0072146,Salt Lake City Express,PRD-0100,FreshFirst Condiments Pro 250g,Grocery,1,Customer Return,7.03
RET-000968,2025-11-12,INV-0042795,Charlotte Standard,PRD-0163,SunRise Paper Products Premium,Household,1,Customer Return,7.72
RET-000969,2026-07-17,INV-0026567,Denver Standard,PRD-0129,ElitePro Ice Cream Pro,Frozen Foods,1,Customer Return,7.2
